id,User Story,domain_refair,domain_gabarito,domain_ok,domain_confidence,ml_tasks_refair,ml_labels_gabarito,ml_task_vazio_refair,features_refair,features_gabarito
A33US4O1,"As a data analyst at a news agency, I want to utilize structured data search features, so that I can generate insightful",Biology,News,ERRO,High,graph mining,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,,geography; news provider; textual references to people and their demographics
A33US5O1,"As a researcher, I want to access both keyword- based and structured data searches, so that I can conduct comprehensive ",Biology,News,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A33US6O1,"As a news consumer, I want to use a semantic search engine to filter news articles by specific event properties, so that",News,News,OK,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A33US7O1,"As a content manager, I want automated semantic annotations for incoming news articles, so that our team can maintain a ",Literature,News,ERRO,High,clustering; ranking,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,author; gender; textual references to people and their demographics,geography; news provider; textual references to people and their demographics
A33US8O1,"As a knowledge base specialist, I want to leverage Wikidata for enriching news articles with accurate and up-to- date se",Biology,News,ERRO,High,graph mining,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,,geography; news provider; textual references to people and their demographics
A33US9O1,"As a librarian, I want to provide journalists and researchers with access to a semantic search engine, so that they can ",Library,News,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A33US10O1,"As a product manager for a news aggregation service, I want to implement a semantic search engine that supports both key",Biology,News,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A34US1Ge,"As a cybersecurity analyst, I want to utilize a DNN- based IDS that can detect and classify new and unpredictable cybera",Biology,Computer Networks,ERRO,High,classification,Classification; Regression; Ranking; Representation Learning; Anomaly Detection; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Subset Selection; Data Summarization; Graph Mining; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,
A34US2Ge,"As a machine learning engineer, I need to experiment with various DNN architectures and hyperparameters to determine the",Biology,Computer Networks,ERRO,High,classification,Classification; Regression; Ranking; Representation Learning; Anomaly Detection; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Subset Selection; Data Summarization; Graph Mining; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,
A34US3Ge,"As a data scientist, I want to benchmark the performance of our DNN model against other classical machine learning class",Biology,Computer Networks,ERRO,High,graph mining,Classification; Regression; Ranking; Representation Learning; Anomaly Detection; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Subset Selection; Data Summarization; Graph Mining; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,
A34US4Ge,"As a software developer, I need to implement a scalable IDS that can handle large volumes of network traffic and rapidly",Literature,Computer Networks,ERRO,High,,Classification; Regression; Ranking; Representation Learning; Anomaly Detection; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Subset Selection; Data Summarization; Graph Mining; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,
A34US5Ge,"As a project manager in cybersecurity, I aim to oversee a research project that systematically updates and benchmarks ma",Biology,Computer Networks,ERRO,High,,Classification; Regression; Ranking; Representation Learning; Anomaly Detection; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Subset Selection; Data Summarization; Graph Mining; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,
A34US6Ge,"As an IDS user, I want the system to continuously learn and adapt to changes in network behavior and new types of cybera",Computer Networks,Computer Networks,OK,High,,Classification; Regression; Ranking; Representation Learning; Anomaly Detection; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Subset Selection; Data Summarization; Graph Mining; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,
A34US7Ge,"As a quality assurance engineer, I need to conduct comprehensive testing on the IDS to validate its effectiveness in rea",Biology,Computer Networks,ERRO,High,classification; graph mining,Classification; Regression; Ranking; Representation Learning; Anomaly Detection; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Subset Selection; Data Summarization; Graph Mining; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,
A34US8Ge,"As a regulatory compliance officer, I want to ensure that our IDS meets all cybersecurity standards and regulations, pro",Health,Computer Networks,ERRO,High,classification; graph diffusion; matching; representation learning,Classification; Regression; Ranking; Representation Learning; Anomaly Detection; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Subset Selection; Data Summarization; Graph Mining; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; geography; sex; ethnicity; gender,
