id,User Story,role_shorten,equivalent_domain,equivalent_ml_task,equivalent_ml_task_labels,domain_confidence,sensitive_features_esperados,sensitive_features_por_task,tem_sensitive_features
A40US6Ll,"As a social network user, I want to be notified if my account is suspected of being compromised, so that I can take action to secure my account.",user,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US7Ll,"As a security analyst, I want to be able to evaluate the efficiency of the anomaly model using metrics such as sensitivity, specificity, and overall accuracy, so that I can improve the model's performance.",analyst,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US8Ll,"As a social network administrator, I want to be able to integrate the anomaly model into my platform, so that I can automate the detection of compromised accounts.",administrator,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US9Ll,"As a security analyst, I want to be able to analyze the results of the anomaly model to identify trends and patterns of account compromise, so that I can improve the overall security of the platform.",analyst,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US10Ll,"As a social network administrator, I want to be able to provide a secure online environment for my users, so that they can trust my platform and feel safe online.",administrator,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US1O1,"As a social network user, I want my account to be automatically monitored for unusual login behavior, so that I can be alerted and protected from potential compromises.",user,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US2O1,"As a cybersecurity analyst, I want to implement anomaly detection models based on historical login data, so that I can effectively identify and prevent compromised accounts.",analyst,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US3O1,"As a platform administrator for an online social network, I want to integrate anomaly- based security measures, so that I can safeguard user trust relationships and maintain platform integrity.",administrator,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US4O1,"As a data scientist, I want to train and validate anomaly detection models using login data from Pokec, so that I can ensure high sensitivity and specificity in detecting compromised accounts.",data scientist,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US5O1,"As a software developer, I want to develop real-time monitoring systems that detect sudden changes in user login behavior, so that I can provide immediate protection against account compromises.",developer,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US6O1,"As a privacy officer, I want to ensure that login data used for anomaly detection is handled securely and in compliance with data protection regulations, so that user privacy is maintained.",officer,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US7O1,"As a product manager, I want to leverage anomaly detection results to enhance the security features of our social network platform, so that we can offer a safer environment for our users.",product manager,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US8O1,"As a user support specialist, I want to receive notifications about potentially compromised accounts, so that I can proactively assist users in securing their accounts.",user,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US9O1,"As a security operations center (SOC) manager, I want to track the performance of anomaly detection models using metrics like sensitivity, specificity, and accuracy, so that I can continuously improve our account protection strategies.",product manager,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A40US10O1,"As a researcher in cybersecurity, I want to analyze the effectiveness of anomaly detection models on large- scale social network data, so that I can contribute to developing more robust methods for preventing account compromises.",researcher,Social Networks,anomaly detection,Anomaly Detection,High,age; gender; sex,"Anomaly Detection: age, gender, sex",Sim
A41US1Ge,"As a researcher in food computing, I want access to a large and diverse dataset of food images to train and evaluate new food recognition algorithms.",researcher,Computer Vision,attention mechanism,Representation Learning; Sentiment Analysis; Machine Translation; Speech Recognition,Medium,age; gender; geography; race; skin color; skin tone,"Representation Learning: age, gender, geography, race, skin color, skin tone | Sentiment Analysis: race | Machine Translation: gender | Speech Recognition: gender, geography",Sim
A41US2Ge,"As a developer of a diet management app, I want a dataset that accurately reflects the diversity of foods people consume so that my app can accurately identify and analyze meals.",developer,Computer Vision,attention mechanism,Representation Learning; Sentiment Analysis; Machine Translation; Speech Recognition,Medium,age; gender; geography; race; skin color; skin tone,"Representation Learning: age, gender, geography, race, skin color, skin tone | Sentiment Analysis: race | Machine Translation: gender | Speech Recognition: gender, geography",Sim
